Date,FaceBook Close Price,Amazon Close Price,Netflix Close Price,Google Close Price
7/7/2015 ,87.22,436.72,94.09,525.02
7/8/2015 ,85.65,429.7,93.51,516.83
7/9/2015 ,85.88,434.39,95.73,520.68
7/10/2015 ,87.95,443.51,97.2286,530.13
7/13/2015 ,90.1,455.57,101.0871,546.55
7/14/2015 ,89.68,465.57,100.37,561.1
7/15/2015 ,89.76,461.19,98.13,560.22
7/16/2015 ,90.85,475.48,115.81,579.85
7/17/2015 ,94.97,483.01,114.77,672.93
7/20/2015 ,97.91,488.1,110.55,663.02
7/21/2015 ,98.39,488,112.51,662.3
7/22/2015 ,97.04,488.27,111.5,662.1
7/23/2015 ,95.44,482.18,110.1,644.28
7/24/2015 ,96.95,529.42,109.34,623.56
7/27/2015 ,94.17,531.41,106.43,627.26
7/28/2015 ,95.29,526.03,106.9,628
7/29/2015 ,96.99,529,107.08,631.93
7/30/2015 ,95.21,536.76,111.56,632.59
7/31/2015 ,94.01,536.15,114.31,625.61
8/3/2015 ,94.14,535.03,112.56,631.21
8/4/2015 ,94.06,531.9,121.15,629.25
8/5/2015 ,96.44,537.01,123.71,643.78
8/6/2015 ,95.12,529.46,126.45,642.68
8/7/2015 ,94.3,522.62,123.52,635.3
8/10/2015 ,94.15,524,123.03,633.73
8/11/2015 ,93.62,527.46,122.74,660.78
8/12/2015 ,94.19,525.91,120.51,659.56
8/13/2015 ,93.43,529.66,123.73,656.45
8/14/2015 ,94.42,531.52,123.39,657.12
8/17/2015 ,93.93,535.22,125.36,660.87
8/18/2015 ,95.17,535.02,124.05,656.13
8/19/2015 ,95.31,532.92,122.06,660.9
8/20/2015 ,90.56,515.78,112.49,646.83
8/21/2015 ,86.06,494.47,103.96,612.48
8/24/2015 ,82.09,463.37,96.88,589.61
8/25/2015 ,83,466.37,101.52,582.06
8/26/2015 ,87.19,500.77,110.13,628.62
8/27/2015 ,89.73,518.37,117.66,637.61
8/28/2015 ,91.01,518.01,117.63,630.38
8/31/2015 ,89.43,512.89,115.03,618.25
9/1/2015 ,87.23,496.54,105.79,597.79
9/2/2015 ,89.89,510.55,105.44,614.34
9/3/2015 ,88.15,504.72,101.06,606.25
9/4/2015 ,88.26,499,98.79,600.7
9/8/2015 ,89.53,517.54,94.95,614.66
9/9/2015 ,90.44,516.89,99.18,612.72
9/10/2015 ,91.98,522.24,99.48,621.35
9/11/2015 ,92.05,529.44,97.51,625.77
9/14/2015 ,92.31,521.38,95.69,623.24
9/15/2015 ,92.9,522.37,99.16,635.14
9/16/2015 ,93.45,527.39,104.08,635.98
9/17/2015 ,94.34,538.87,104.21,642.9
9/18/2015 ,94.4,540.26,102.62,629.25
9/21/2015 ,95.55,548.39,100.3,635.44
9/22/2015 ,92.96,538.4,98.47,622.69
9/23/2015 ,93.97,536.07,98.07,622.36
9/24/2015 ,94.41,533.75,103.76,625.8
9/25/2015 ,92.77,524.25,102.24,611.97
9/28/2015 ,89.21,504.06,99.47,594.89
9/29/2015 ,86.67,496.07,98.35,594.97
9/30/2015 ,89.9,511.89,103.26,608.42
10/1/2015 ,90.95,520.72,105.98,611.29
10/2/2015 ,92.07,532.54,106.11,626.91
10/5/2015 ,94.01,543.68,111.25,641.47
10/6/2015 ,92.8,537.48,108.33,645.44
10/7/2015 ,92.4,541.94,108.1,642.36
10/8/2015 ,92.47,533.16,114.93,639.16
10/9/2015 ,93.24,539.8,113.33,643.61
10/12/2015,94.26,550.19,113.45,646.67
10/13/2015,94.12,548.9,109.73,652.3
10/14/2015,94.07,544.83,110.23,651.16
10/15/2015,95.96,562.44,101.09,661.74
10/16/2015,97.54,570.76,98.99,662.2
10/19/2015,98.47,573.15,101.69,666.1
10/20/2015,97,560.88,98.99,650.28
10/21/2015,97.11,555.77,97.96,642.61
10/22/2015,99.67,563.91,97.32,651.79
10/23/2015,102.19,599.03,100.04,702
10/26/2015,103.77,608.61,103.04,712.78
10/27/2015,103.7,611.01,103.07,708.49
10/28/2015,104.2,617.1,105.8,712.95
10/29/2015,104.88,626.55,105.12,716.92
10/30/2015,101.97,625.9,108.38,710.81
11/2/2015 ,103.31,628.35,107.64,721.11
11/3/2015 ,102.58,625.31,109.74,722.16
11/4/2015 ,103.94,640.95,114.05,728.11
11/5/2015 ,108.76,655.65,113.5,731.25
11/6/2015 ,107.095,659.37,114.06,733.76
11/9/2015 ,106.49,655.49,109.86,724.89
11/10/2015,107.91,659.68,112.7,728.32
11/11/2015,109.01,673.25,112.86,735.4
11/12/2015,108.02,665.6,108.92,731.23
11/13/2015,103.95,642.35,103.65,717
11/16/2015,104.04,647.81,111.35,728.96
11/17/2015,105.13,643.3,117.1,725.3
11/18/2015,107.77,663.54,120.63,740
11/19/2015,106.26,661.27,120.22,738.41
11/20/2015,107.32,668.45,123.84,756.6
11/23/2015,106.95,678.99,125.03,755.98
11/24/2015,105.74,671.15,123.31,748.28
11/25/2015,105.41,675.34,124.16,748.15
11/27/2015,105.45,673.26,125.44,750.26
11/30/2015,104.24,664.8,123.33,742.6
12/1/2015 ,107.12,679.06,125.37,767.04
12/2/2015 ,106.07,676.01,128.93,762.38
12/3/2015 ,104.38,666.25,126.81,752.54
12/4/2015 ,106.18,672.64,130.93,766.81
12/7/2015 ,105.61,669.83,125.36,763.25
12/8/2015 ,106.49,677.33,126.98,762.37
12/9/2015 ,104.6,664.79,124.2,751.61
12/10/2015,105.42,662.32,122.91,749.46
12/11/2015,102.12,640.15,118.91,738.87
12/14/2015,104.66,657.91,120.67,747.77
12/15/2015,104.55,658.64,118.6,743.4
12/16/2015,106.79,675.77,122.64,758.09
12/17/2015,106.22,670.65,122.51,749.43
12/18/2015,104.04,664.14,118.02,739.31
12/21/2015,104.77,664.51,116.63,747.77
12/22/2015,105.51,663.15,116.24,750
12/23/2015,104.63,663.7,118.16,750.31
12/24/2015,105.02,662.79,117.33,748.4
12/28/2015,105.93,675.2,117.11,762.51
12/29/2015,107.26,693.97,119.12,776.6
12/30/2015,106.22,689.07,116.71,771
12/31/2015,104.66,675.89,114.38,758.88
1/4/2016 ,102.22,636.99,109.96,741.84
1/5/2016 ,102.73,633.79,107.66,742.58
1/6/2016 ,102.97,632.65,117.68,743.62
1/7/2016 ,97.92,607.94,114.56,726.39
1/8/2016 ,97.33,607.05,111.39,714.47
1/11/2016 ,97.51,617.74,114.97,716.03
1/12/2016 ,99.37,617.89,116.58,726.07
1/13/2016 ,95.44,581.81,106.56,700.56
1/14/2016 ,98.37,593,107.06,714.72
1/15/2016 ,94.97,570.18,104.04,694.45
1/19/2016 ,95.26,574.48,107.89,701.79
1/20/2016 ,94.35,571.77,107.74,698.45
1/21/2016 ,94.16,575.02,102.35,706.59
1/22/2016 ,97.94,596.38,100.72,725.25
1/25/2016 ,97.01,596.53,99.12,711.67
1/26/2016 ,97.34,601.25,97.83,713.04
1/27/2016 ,94.45,583.35,91.15,699.99
1/28/2016 ,109.11,635.35,94.41,730.96
1/29/2016 ,112.21,587,91.84,742.95
2/1/2016 ,115.09,574.81,94.09,752
2/2/2016 ,114.61,552.1,91.49,764.65
2/3/2016 ,112.69,531.07,90.74,726.95
2/4/2016 ,110.49,536.26,89.71,708.01
2/5/2016 ,104.07,502.13,82.79,683.57
2/8/2016 ,99.75,488.1,83.32,682.74
2/9/2016 ,99.54,482.07,86.13,678.11
2/10/2016 ,101,490.48,88.45,684.12
2/11/2016 ,101.91,503.82,86.35,683.11
2/12/2016 ,102.01,507.08,87.4,682.4
2/16/2016 ,101.61,521.1,89.05,691
2/17/2016 ,105.2,534.1,94.76,708.4
2/18/2016 ,103.47,525,90.49,697.35
2/19/2016 ,104.57,534.9,89.23,700.91
2/22/2016 ,107.16,559.5,91.93,706.46
2/23/2016 ,105.46,552.94,89.12,695.85
2/24/2016 ,106.88,554.04,91.61,699.56
2/25/2016 ,108.07,555.15,94.53,705.75
2/26/2016 ,107.92,555.23,94.79,705.07
2/29/2016 ,106.92,552.52,93.41,697.77
3/1/2016 ,109.82,579.04,98.3,718.81
3/2/2016 ,109.95,580.21,97.61,718.85
3/3/2016 ,109.58,577.49,97.93,712.42
3/4/2016 ,108.39,575.14,101.58,710.89
3/7/2016 ,105.73,562.8,95.49,695.16
3/8/2016 ,105.93,560.26,96.23,693.97
3/9/2016 ,107.51,559.47,98,705.24
3/10/2016 ,107.32,558.93,97.36,712.82
3/11/2016 ,109.41,569.61,97.66,726.82
3/14/2016 ,109.89,573.37,98.13,730.49
3/15/2016 ,110.67,577.02,97.86,728.33
3/16/2016 ,112.18,574.27,99.35,736.09
3/17/2016 ,111.02,559.44,99.72,737.78
3/18/2016 ,111.45,552.08,101.12,737.6
3/21/2016 ,111.85,553.98,101.06,742.09
3/22/2016 ,112.25,560.48,99.84,740.75
3/23/2016 ,112.54,569.63,99.59,738.06
3/24/2016 ,113.05,582.95,98.36,735.3
3/28/2016 ,113.69,579.87,101.21,733.53
3/29/2016 ,116.14,593.86,104.13,744.77
3/30/2016 ,114.7,598.69,102.19,750.53
3/31/2016 ,114.1,593.64,102.23,744.95
4/1/2016 ,116.06,598.5,105.7,749.91
4/4/2016 ,112.55,593.19,104.35,745.29
4/5/2016 ,112.22,586.14,104.94,737.8
4/6/2016 ,113.71,602.08,104.83,745.69
4/7/2016 ,113.64,591.43,104.45,740.28
4/8/2016 ,110.63,594.6,103.81,739.15
4/11/2016 ,108.99,595.93,102.68,736.1
4/12/2016 ,110.61,603.17,106.98,743.09
4/13/2016 ,110.51,614.82,109.65,751.72
4/14/2016 ,110.84,620.75,110.42,753.2
4/15/2016 ,109.64,625.89,111.51,759
4/18/2016 ,110.45,635.35,108.4,766.61
4/19/2016 ,112.29,627.9,94.34,753.93
4/20/2016 ,112.42,632.99,96.77,752.67
4/21/2016 ,113.44,631,94.98,759.14
4/22/2016 ,110.56,620.5,95.9,718.77
4/25/2016 ,110.1,626.2,93.56,723.15
4/26/2016 ,108.76,616.88,92.43,708.14
4/27/2016 ,108.89,606.57,91.04,705.84
4/28/2016 ,116.73,602,90.28,691.02
4/29/2016 ,117.58,659.59,90.03,693.01
5/2/2016 ,118.57,683.85,93.11,698.21
5/3/2016 ,117.43,671.32,91.54,692.36
5/4/2016 ,118.06,670.9,90.79,695.7
5/5/2016 ,117.81,659.09,89.37,701.43
5/6/2016 ,119.49,673.95,90.84,711.12
5/9/2016 ,119.24,679.75,90.54,712.9
5/10/2016 ,120.5,703.07,92.89,723.18
5/11/2016 ,119.52,713.23,90.02,715.29
5/12/2016 ,120.28,717.93,87.74,713.31
5/13/2016 ,119.81,709.92,87.88,710.83
5/16/2016 ,118.67,710.66,89.12,716.49
5/17/2016 ,117.35,695.27,88.63,706.23
5/18/2016 ,117.65,697.45,90.5,706.63
5/19/2016 ,116.81,698.52,89.55,700.32
5/20/2016 ,117.35,702.8,92.49,709.74
5/23/2016 ,115.97,696.75,94.89,704.24
5/24/2016 ,117.7,704.2,97.89,720.09
5/25/2016 ,117.89,708.35,100.2,725.27
5/26/2016 ,119.47,714.91,102.81,724.12
5/27/2016 ,119.38,712.24,103.3,732.66
5/31/2016 ,118.81,722.79,102.57,735.72
6/1/2016 ,118.78,719.44,101.51,734.15
6/2/2016 ,118.93,728.24,101.25,730.4
6/3/2016 ,118.47,725.54,99.59,722.34
6/6/2016 ,118.79,726.73,100.74,716.55
6/7/2016 ,117.76,723.74,99.89,716.65
6/8/2016 ,118.39,726.64,97.86,728.28
6/9/2016 ,118.56,727.65,97.09,728.58
6/10/2016 ,116.62,717.91,93.75,719.41
6/13/2016 ,113.95,715.24,93.85,718.36
6/14/2016 ,114.94,719.3,94.12,718.27
6/15/2016 ,114.6,714.26,94.29,718.92
6/16/2016 ,114.39,717.51,95.44,710.36
6/17/2016 ,113.02,706.39,94.45,691.72
6/20/2016 ,113.37,714.01,93.8,693.71
6/21/2016 ,114.38,715.82,90.99,695.94
6/22/2016 ,113.91,710.6,90.01,697.46
6/23/2016 ,115.08,722.08,91.66,701.87
6/24/2016 ,112.08,698.96,88.44,675.22
6/27/2016 ,108.97,691.36,85.33,668.26
6/28/2016 ,112.7,707.95,87.97,680.04
6/29/2016 ,114.16,715.6,91.06,684.11
6/30/2016 ,114.28,715.62,91.48,692.1
7/1/2016 ,114.19,725.68,96.67,699.21
7/5/2016 ,114,728.1,97.91,694.49
7/6/2016 ,116.7,737.61,94.6,697.77
7/7/2016 ,115.85,736.57,95.1,695.36
7/8/2016 ,117.24,745.81,97.06,705.63
7/11/2016 ,117.87,753.78,94.67,715.09
7/12/2016 ,117.93,748.21,95.97,720.64
7/13/2016 ,116.78,742.63,96.43,716.98
7/14/2016 ,117.29,741.2,98.02,720.95
7/15/2016 ,116.86,735.44,98.39,719.85
7/18/2016 ,119.37,736.07,98.81,733.78
7/19/2016 ,120.61,739.95,85.84,736.96
7/20/2016 ,121.92,745.72,87.91,741.19
7/21/2016 ,120.61,744.43,85.99,738.63
7/22/2016 ,121,744.86,85.89,742.74
7/25/2016 ,121.63,739.61,87.66,739.77
7/26/2016 ,121.22,735.59,91.41,738.42
7/27/2016 ,123.34,736.67,92.04,741.77
7/28/2016 ,125,752.61,91.65,745.91
7/29/2016 ,123.94,758.81,91.25,768.79
8/1/2016 ,124.31,767.74,94.37,772.88
8/2/2016 ,123.09,760.58,93.56,771.07
8/3/2016 ,122.51,754.64,93.1,773.18
8/4/2016 ,124.36,760.77,93.44,771.61
8/5/2016 ,125.15,765.98,97.03,782.22
8/8/2016 ,125.26,766.56,95.11,781.76
8/9/2016 ,125.06,768.31,93.99,784.26
8/10/2016 ,124.88,768.56,93.93,784.68
8/11/2016 ,124.9,771.24,95.89,784.85
8/12/2016 ,124.88,772.56,96.59,783.22
8/15/2016 ,123.9,768.49,95.31,782.44
8/16/2016 ,123.3,764.04,95.12,777.14
8/17/2016 ,124.37,764.63,96.37,779.91
8/18/2016 ,123.91,764.46,96.16,777.5
8/19/2016 ,123.56,757.31,95.87,775.42
8/22/2016 ,124.15,759.48,95.26,772.15
8/23/2016 ,124.37,762.45,95.94,772.08
8/24/2016 ,123.48,757.25,95.18,769.64
8/25/2016 ,123.89,759.22,97.32,769.41
8/26/2016 ,124.96,769,97.58,769.54
8/29/2016 ,126.54,771.29,97.3,772.15
8/30/2016 ,125.84,767.58,97.45,769.09
8/31/2016 ,126.12,769.16,97.45,767.05
9/1/2016 ,126.17,770.62,97.38,768.78
9/2/2016 ,126.51,772.44,97.38,771.46
9/6/2016 ,129.73,788.87,100.09,780.08
9/7/2016 ,131.05,784.48,99.15,780.35
9/8/2016 ,130.27,784.06,99.66,775.32
9/9/2016 ,127.1,760.14,96.5,759.66
9/12/2016 ,128.69,771.49,99.05,769.02
9/13/2016 ,127.21,761.01,96.09,759.69
9/14/2016 ,127.77,761.09,97.01,762.49
9/15/2016 ,128.35,769.69,97.34,771.76
9/16/2016 ,129.07,778.52,99.48,768.88
9/19/2016 ,128.65,775.1,98.06,765.7
9/20/2016 ,128.64,780.22,98.25,771.41
9/21/2016 ,129.94,789.74,94.88,776.22
9/22/2016 ,130.08,804.7,95.83,787.21
9/23/2016 ,127.96,805.75,95.94,786.9
9/26/2016 ,127.31,799.16,94.56,774.21
9/27/2016 ,128.69,816.11,97.07,783.01
9/28/2016 ,129.23,828.72,97.48,781.56
9/29/2016 ,128.09,829.05,96.67,775.01
9/30/2016 ,128.27,837.31,98.55,777.29
10/3/2016 ,128.77,836.74,102.63,772.56
10/4/2016 ,128.19,834.03,102.34,776.43
10/5/2016 ,128.47,844.36,106.28,776.47
10/6/2016 ,128.74,841.66,105.07,776.86
10/7/2016 ,128.99,839.43,104.82,775.08
10/10/2016,130.24,841.71,103.33,785.94
10/11/2016,128.88,831,100.59,783.07
10/12/2016,129.05,834.09,99.5,786.14
10/13/2016,127.82,829.28,100.23,778.19
10/14/2016,127.88,822.96,101.47,778.53
10/17/2016,127.54,812.95,99.8,779.96
10/18/2016,128.57,817.65,118.79,795.26
10/19/2016,130.11,817.69,121.87,801.56
10/20/2016,130,810.32,123.35,796.97
10/21/2016,132.07,818.99,127.5,799.37
10/24/2016,133.28,838.09,127.33,813.11
10/25/2016,132.29,835.18,126.51,807.67
10/26/2016,131.04,822.59,126.97,799.07
10/27/2016,129.69,818.36,126.47,795.35
10/28/2016,131.29,776.32,126.57,795.37
10/31/2016,130.99,789.82,124.87,784.54
11/1/2016 ,129.5,785.41,123.3,783.61
11/2/2016 ,127.17,765.56,122.34,768.7
11/3/2016 ,120,767.03,122.14,762.13
11/4/2016 ,120.75,755.05,122.03,762.02
11/7/2016 ,122.15,784.93,124.58,782.52
11/8/2016 ,124.22,787.75,124.34,790.51
11/9/2016 ,123.18,771.88,122.19,785.31
11/10/2016,120.8,742.38,115.42,762.56
11/11/2016,119.02,739.01,114.78,754.02
11/14/2016,115.08,719.07,113.38,736.08
11/15/2016,117.2,743.24,113.59,758.49
11/16/2016,116.34,746.49,115.19,764.48
11/17/2016,117.79,756.4,115.03,771.23
11/18/2016,117.02,760.16,115.21,760.54
11/21/2016,121.77,780,117.96,769.2
11/22/2016,121.47,785.33,118.04,768.27
11/23/2016,120.84,780.12,117.69,760.99
11/25/2016,120.38,780.37,117.41,761.68
11/28/2016,120.41,766.77,116.93,768.24
11/29/2016,120.87,762.52,117.51,770.84
11/30/2016,118.42,750.57,117,758.04
12/1/2016 ,115.1,743.65,117.22,747.92
12/2/2016 ,115.4,740.34,120.81,750.5
12/5/2016 ,117.43,759.36,119.16,762.52
12/6/2016 ,117.31,764.72,124.57,759.11
12/7/2016 ,117.95,770.42,125.39,771.19
12/8/2016 ,118.91,767.33,123.24,776.42
12/9/2016 ,119.68,768.66,122.88,789.29
12/12/2016,117.77,760.12,122.83,789.27
12/13/2016,120.31,774.34,123.78,796.1
12/14/2016,120.21,768.82,123.44,797.07
12/15/2016,120.57,761,125,797.85
12/16/2016,119.87,757.77,124.22,790.8
12/19/2016,119.24,766,125.45,794.2
12/20/2016,119.09,771.22,125.12,796.42
12/21/2016,119.04,770.6,126.5,794.56
12/22/2016,117.4,766.34,125.58,791.26
12/23/2016,117.27,760.59,125.59,789.91
12/27/2016,118.01,771.4,128.35,791.55
12/28/2016,116.92,772.13,125.89,785.05
12/29/2016,116.35,765.15,125.33,782.79
12/30/2016,115.05,749.87,123.8,771.82
1/3/2017 ,116.86,753.67,127.49,786.14
1/4/2017 ,118.69,757.18,129.41,786.9
1/5/2017 ,120.67,780.45,131.81,794.02
1/6/2017 ,123.41,795.99,131.07,806.15
1/9/2017 ,124.9,796.92,130.95,806.65
1/10/2017 ,124.35,795.9,129.89,804.79
1/11/2017 ,126.09,799.02,130.5,807.91
1/12/2017 ,126.62,813.64,129.18,806.36
1/13/2017 ,128.34,817.14,133.7,807.88
1/17/2017 ,127.87,809.72,132.89,804.61
1/18/2017 ,127.92,807.48,133.26,806.07
1/19/2017 ,127.55,809.04,138.41,802.175
1/20/2017 ,127.04,808.33,138.6,805.02
1/23/2017 ,128.93,817.88,137.39,819.31
1/24/2017 ,129.37,822.44,140.11,823.87
1/25/2017 ,131.48,836.52,139.52,835.67
1/26/2017 ,132.78,839.15,138.96,832.15
1/27/2017 ,132.18,835.77,142.45,823.31
1/30/2017 ,130.98,830.38,141.22,802.32
1/31/2017 ,130.32,823.48,140.71,796.79
2/1/2017 ,133.23,832.35,140.78,795.695
2/2/2017 ,130.84,839.95,139.2,798.53
2/3/2017 ,130.98,810.2,140.25,801.49
2/6/2017 ,132.06,807.64,140.97,801.34
2/7/2017 ,131.84,812.5,144,806.97
2/8/2017 ,134.2,819.71,144.74,808.38
2/9/2017 ,134.14,821.36,144.14,809.56
2/10/2017 ,134.19,827.46,144.82,813.67
2/13/2017 ,134.05,836.53,143.2,819.24
2/14/2017 ,133.85,836.39,140.82,820.45
2/15/2017 ,133.44,842.7,142.27,818.98
2/16/2017 ,133.84,844.14,142.01,824.16
2/17/2017 ,133.53,845.07,142.22,828.07
2/21/2017 ,133.72,856.44,142.6,831.66
2/22/2017 ,136.12,855.61,143.86,830.76
2/23/2017 ,135.36,852.19,142.78,831.33
2/24/2017 ,135.44,845.24,143.25,828.64
2/27/2017 ,136.41,848.64,143.41,829.28
2/28/2017 ,135.54,845.04,142.13,823.21
3/1/2017 ,137.42,853.08,142.65,835.24
3/2/2017 ,136.76,848.91,139.53,830.63
3/3/2017 ,137.17,849.88,139.14,829.08
3/6/2017 ,137.42,846.61,141.94,827.78
3/7/2017 ,137.3,846.02,141.43,831.91
3/8/2017 ,137.72,850.5,140.32,835.37
3/9/2017 ,138.24,853,140.53,838.68
3/10/2017 ,138.79,852.46,140.89,843.25
3/13/2017 ,139.6,854.59,143.52,845.54
3/14/2017 ,139.32,852.53,143.19,845.62
3/15/2017 ,139.72,852.97,145.25,847.2
3/16/2017 ,139.99,853.42,144.39,848.78
3/17/2017 ,139.84,852.31,145.11,852.12
3/20/2017 ,139.94,856.97,145.83,848.4
3/21/2017 ,138.51,843.2,142.42,830.46
3/22/2017 ,139.59,848.06,142.65,829.59
3/23/2017 ,139.53,847.38,141.84,817.58
3/24/2017 ,140.34,845.61,142.02,814.43
3/27/2017 ,140.32,846.82,144.06,819.51
3/28/2017 ,141.76,856,145.17,820.92
3/29/2017 ,142.65,874.32,146.47,831.41
3/30/2017 ,142.41,876.34,148.06,831.5
3/31/2017 ,142.05,886.54,147.81,829.56
4/3/2017 ,142.28,891.51,146.92,838.55
4/4/2017 ,141.73,906.83,145.5,834.57
4/5/2017 ,141.85,909.28,143.62,831.41
4/6/2017 ,141.17,898.28,143.74,827.88
4/7/2017 ,140.78,894.88,143.11,824.67
4/10/2017 ,141.04,907.04,143.85,824.73
4/11/2017 ,139.92,902.36,144.35,823.35
4/12/2017 ,139.58,896.23,143.83,824.32
4/13/2017 ,139.39,884.67,142.92,823.56
4/17/2017 ,141.42,901.99,147.25,837.17
4/18/2017 ,140.96,903.78,143.36,836.82
4/19/2017 ,142.27,899.2,139.76,838.21
4/20/2017 ,143.8,902.06,141.18,841.65
4/21/2017 ,143.68,898.53,142.87,843.19
4/24/2017 ,145.47,907.41,143.83,862.76
4/25/2017 ,146.49,907.62,152.16,872.3
4/26/2017 ,146.56,909.29,150.17,871.73
4/27/2017 ,147.7,918.38,153.08,874.25
4/28/2017 ,150.25,924.99,152.2,905.96
5/1/2017 ,152.46,948.23,155.35,912.57
5/2/2017 ,152.78,946.94,156.45,916.44
5/3/2017 ,151.8,941.03,155.59,927.04
5/4/2017 ,150.85,937.53,157.25,931.66
5/5/2017 ,150.24,934.15,156.6,927.13
5/8/2017 ,151.06,949.04,156.38,934.3
5/9/2017 ,150.48,952.82,157.46,932.17
5/10/2017 ,150.29,948.95,160.28,928.78
5/11/2017 ,150.04,947.62,158.54,930.6
5/12/2017 ,150.33,961.35,160.81,932.22
5/15/2017 ,150.19,957.97,160.02,937.08
5/16/2017 ,149.78,966.07,159.41,943
5/17/2017 ,144.85,944.76,153.2,919.62
5/18/2017 ,147.66,958.49,155.7,930.24
5/19/2017 ,148.06,959.84,157.02,934.01
5/22/2017 ,148.24,970.67,157.16,941.86
5/23/2017 ,148.07,971.54,157.95,948.82
5/24/2017 ,150.04,980.35,157.75,954.96
5/25/2017 ,151.96,993.38,163.05,969.54
5/26/2017 ,152.13,995.78,162.43,971.47
5/30/2017 ,152.38,996.7,163.22,975.88
5/31/2017 ,151.46,994.62,163.07,964.86
6/1/2017 ,151.53,995.95,162.99,966.95
6/2/2017 ,153.61,1006.73,165.18,975.6
6/5/2017 ,153.63,1011.34,165.06,983.68
6/6/2017 ,152.81,1003,165.17,976.57
6/7/2017 ,153.12,1010.07,165.61,981.08
6/8/2017 ,154.71,1010.27,165.88,983.41
6/9/2017 ,149.6,978.31,158.03,949.83
6/12/2017 ,148.44,964.91,151.44,942.9
6/13/2017 ,150.68,980.79,152.72,953.4
6/14/2017 ,150.25,976.47,152.2,950.76
6/15/2017 ,149.8,964.17,151.76,942.31
6/16/2017 ,150.64,987.71,152.38,939.78
6/19/2017 ,152.87,995.17,153.4,957.37
6/20/2017 ,152.25,992.59,152.05,950.63
6/21/2017 ,153.91,1002.23,155.03,959.45
6/22/2017 ,153.4,1001.3,154.89,957.09
6/23/2017 ,155.07,1003.74,158.02,965.59
6/26/2017 ,153.59,993.98,157.5,952.27
6/27/2017 ,150.58,976.78,151.03,927.33
6/28/2017 ,153.24,990.33,153.41,940.49
6/29/2017 ,151.04,975.93,150.09,917.79
6/30/2017 ,150.98,968,149.41,908.73
7/3/2017 ,148.43,953.66,146.17,898.7
7/5/2017 ,150.34,971.4,147.61,911.71
7/6/2017 ,148.82,965.14,146.25,906.69
7/7/2017 ,151.44,978.76,150.18,918.59
7/10/2017 ,153.5,996.47,152.67,928.8
7/11/2017 ,155.27,994.13,154.33,930.09
7/12/2017 ,158.9,1006.51,158.75,943.83
7/13/2017 ,159.26,1000.63,158.21,947.16
7/14/2017 ,159.97,1001.81,161.12,955.99
7/17/2017 ,159.73,1010.04,161.7,953.42
7/18/2017 ,162.86,1024.45,183.6,965.4
7/19/2017 ,164.14,1026.87,183.86,970.89
7/20/2017 ,164.53,1028.7,183.6,968.15
7/21/2017 ,164.43,1025.67,188.54,972.92
7/24/2017 ,166,1038.95,187.91,980.34
7/25/2017 ,165.28,1039.87,186.97,950.7
7/26/2017 ,165.61,1052.8,189.08,947.8
7/27/2017 ,170.44,1046,182.68,934.09
7/28/2017 ,172.45,1020.04,184.04,941.53
7/31/2017 ,169.25,987.78,181.66,930.5
8/1/2017 ,169.86,996.19,182.03,930.83
8/2/2017 ,169.3,995.89,180.74,930.39
8/3/2017 ,168.59,986.92,179.23,923.65
8/4/2017 ,169.62,987.58,180.27,927.96
8/7/2017 ,171.98,992.27,181.33,929.36
8/8/2017 ,171.23,989.84,178.36,926.79
8/9/2017 ,171.18,982.01,175.78,922.9
8/10/2017 ,167.4,956.92,169.14,907.24
8/11/2017 ,168.08,967.99,171.4,914.39
8/14/2017 ,170.75,983.3,171,922.67
8/15/2017 ,171,982.74,168.5,922.22
8/16/2017 ,170,978.18,169.98,926.96
8/17/2017 ,166.91,960.57,166.09,910.98
8/18/2017 ,167.41,958.47,166.54,910.67
8/21/2017 ,167.78,953.29,166.76,906.66
8/22/2017 ,169.64,966.9,169.34,924.69
8/23/2017 ,168.71,958,169.06,927
8/24/2017 ,167.74,952.45,168.13,921.28
8/25/2017 ,166.32,945.26,165.95,915.89
8/28/2017 ,167.24,946.02,167.12,913.81
8/29/2017 ,168.05,954.06,168.81,921.29
8/30/2017 ,169.92,967.59,174.69,929.57
8/31/2017 ,171.97,980.6,174.71,939.33
9/1/2017 ,172.02,978.25,174.74,937.34
9/5/2017 ,170.72,965.27,174.52,928.45
9/6/2017 ,172.09,967.8,179.25,927.81
9/7/2017 ,173.21,979.47,179,935.95
9/8/2017 ,170.95,965.9,176.42,926.5
9/11/2017 ,173.51,977.96,181.74,929.08
9/12/2017 ,172.96,982.58,185.15,932.07
9/13/2017 ,173.05,999.6,183.64,935.09
9/14/2017 ,170.96,992.21,182.63,925.11
9/15/2017 ,171.64,986.79,182.35,920.29
9/18/2017 ,170.01,974.19,184.62,915
9/19/2017 ,172.52,969.86,185.68,921.81
9/20/2017 ,172.17,973.21,185.51,931.58
9/21/2017 ,171.11,964.65,188.78,932.45
9/22/2017 ,170.54,955.1,187.35,928.53
9/25/2017 ,162.87,939.79,178.55,920.97
9/26/2017 ,164.21,938.6,179.38,924.86
9/27/2017 ,167.68,950.87,181.97,944.49
9/28/2017 ,168.73,956.4,180.7,949.5
9/29/2017 ,170.87,961.35,181.35,959.11
10/2/2017 ,169.47,959.19,177.01,953.27
10/3/2017 ,169.96,957.1,179.19,957.79
10/4/2017 ,168.42,965.45,184.45,951.68
