Date,BTC Close Price,ETH Close Price,LTC Close Price,Dash Close Price
2015-05-25,237.11,,1.8,2.82
2015-05-26,237.12,,1.82,2.67
2015-05-27,237.28,,1.85,2.63
2015-05-28,237.41,,1.84,2.74
2015-05-29,237.1,,1.83,2.82
2015-05-30,233.34,,1.81,2.71
2015-05-31,230.19,,1.64,2.76
2015-06-01,222.93,,1.62,2.65
2015-06-02,225.8,,1.67,2.8
2015-06-03,225.87,,1.69,2.75
2015-06-04,224.32,,1.67,2.8
2015-06-05,224.95,,1.76,2.82
2015-06-06,225.62,,1.76,2.82
2015-06-07,222.88,,1.73,2.81
2015-06-08,228.49,,1.79,2.83
2015-06-09,229.05,,1.8,2.77
2015-06-10,228.8,,1.76,2.7
2015-06-11,229.71,,1.79,2.78
2015-06-12,229.98,,1.8,2.8
2015-06-13,232.4,,1.86,2.8
2015-06-14,233.54,,2,2.81
2015-06-15,236.82,,2.02,2.74
2015-06-16,250.9,,2.88,2.99
2015-06-17,249.28,,2.89,3
2015-06-18,249.01,,3.1,2.96
2015-06-19,244.61,,2.81,2.9
2015-06-20,245.21,,3.04,2.87
2015-06-21,243.94,,3.02,2.84
2015-06-22,246.99,,3.03,2.89
2015-06-23,244.3,,2.97,2.85
2015-06-24,240.51,,2.78,2.81
2015-06-25,242.8,,2.85,2.83
2015-06-26,243.59,,2.86,2.82
2015-06-27,250.99,,3.1,2.79
2015-06-28,249.01,,3.31,2.73
2015-06-29,257.06,,3.74,2.79
2015-06-30,263.07,,4.09,2.86
2015-07-01,258.62,,3.92,2.82
2015-07-02,255.41,,4.07,2.91
2015-07-03,256.34,,4.12,2.96
2015-07-04,260.89,,4.11,3.09
2015-07-05,271.91,,4.95,3.09
2015-07-06,269.03,,5.42,3.09
2015-07-07,266.21,,5.23,2.97
2015-07-08,270.79,,6.36,2.98
2015-07-09,269.23,,7.54,3.11
2015-07-10,284.89,,4.51,4.05
2015-07-11,293.12,,4.37,3.84
2015-07-12,310.87,,5.29,4.1
2015-07-13,292.05,,4.68,3.74
2015-07-14,287.46,,4.65,3.72
2015-07-15,285.83,,4.21,3.66
2015-07-16,278.09,,3.69,3.53
2015-07-17,279.47,,3.79,3.76
2015-07-18,274.9,,4,3.71
2015-07-19,273.61,,3.77,3.62
2015-07-20,278.98,,3.94,3.69
2015-07-21,275.83,,3.77,3.6
2015-07-22,277.22,,3.82,3.63
2015-07-23,276.05,,3.78,3.58
2015-07-24,288.28,,4.6,3.69
2015-07-25,288.7,,4.63,3.75
2015-07-26,292.69,,4.66,3.78
2015-07-27,293.62,,4.67,3.76
2015-07-28,294.43,,5.06,3.69
2015-07-29,289.59,,4.8,3.64
2015-07-30,287.72,,4.58,3.64
2015-07-31,284.65,,4.64,3.68
2015-08-01,281.6,,4.15,3.61
2015-08-02,282.61,,4.17,3.62
2015-08-03,281.23,,4.16,3.61
2015-08-04,285.22,,4.38,3.64
2015-08-05,281.88,,4.35,3.58
2015-08-06,278.58,,4.06,3.52
2015-08-07,279.58,,4.21,3.26
2015-08-08,261,0.753325,3.85,3.08
2015-08-09,265.08,0.701897,3.9,3.11
2015-08-10,264.47,0.708448,3.95,3.08
2015-08-11,270.39,1.07,4.16,3.16
2015-08-12,266.38,1.22,3.99,3.06
2015-08-13,264.08,1.83,3.88,3.06
2015-08-14,265.68,1.83,4.03,3.03
2015-08-15,261.55,1.69,3.93,2.98
2015-08-16,258.51,1.57,3.95,2.94
2015-08-17,257.98,1.2,3.98,2.91
2015-08-18,211.08,1.09,3.47,2.67
2015-08-19,226.68,1.26,3.48,2.64
2015-08-20,235.35,1.46,3.61,2.78
2015-08-21,232.57,1.4,3.57,2.76
2015-08-22,230.39,1.38,3.51,2.68
2015-08-23,228.17,1.35,3.39,2.64
2015-08-24,210.5,1.23,2.99,2.38
2015-08-25,221.61,1.14,2.94,2.53
2015-08-26,225.83,1.16,2.95,2.61
2015-08-27,224.77,1.15,2.87,2.56
2015-08-28,231.4,1.19,2.91,2.6
2015-08-29,229.78,1.18,2.88,2.6
2015-08-30,228.76,1.32,2.85,2.56
2015-08-31,230.06,1.36,2.84,2.58
2015-09-01,228.12,1.35,2.82,2.54
2015-09-02,229.28,1.29,2.8,2.51
2015-09-03,227.18,1.26,2.63,2.47
2015-09-04,230.3,1.27,2.7,2.45
2015-09-05,235.02,1.34,2.92,2.51
2015-09-06,239.84,1.3,3.05,2.49
2015-09-07,239.85,1.25,3.05,2.38
2015-09-08,243.61,1.24,3.05,2.33
2015-09-09,238.17,1.21,2.92,2.44
2015-09-10,238.48,1.17,2.95,2.38
2015-09-11,240.11,0.982978,2.96,2.38
2015-09-12,235.23,1.04,2.83,2.43
2015-09-13,230.51,0.936003,2.82,2.34
2015-09-14,230.64,0.875622,2.84,2.31
2015-09-15,230.3,0.94441,2.82,2.32
2015-09-16,229.09,0.907175,2.8,2.37
2015-09-17,229.81,0.874231,2.91,2.37
2015-09-18,232.97,0.853685,2.96,2.46
2015-09-19,231.49,0.882391,2.87,2.36
2015-09-20,231.21,0.938445,2.85,2.39
2015-09-21,227.09,0.919047,2.8,2.35
2015-09-22,230.62,0.901796,2.84,2.46
2015-09-23,230.28,0.893406,2.87,2.43
2015-09-24,234.53,0.81361,2.93,2.44
2015-09-25,235.14,0.736223,2.89,2.45
2015-09-26,234.34,0.785964,2.89,2.33
2015-09-27,232.76,0.720839,2.87,2.36
2015-09-28,239.14,0.582886,3.07,2.38
2015-09-29,236.69,0.661146,2.97,2.34
2015-09-30,236.06,0.738644,3.01,2.34
2015-10-01,237.55,0.690215,3,2.29
2015-10-02,237.29,0.678574,2.99,2.22
2015-10-03,238.73,0.687171,3.03,2.17
2015-10-04,238.26,0.668379,3.01,2.17
2015-10-05,240.38,0.628643,3.02,2.34
2015-10-06,246.06,0.650645,3.15,2.39
2015-10-07,242.97,0.609388,3.06,2.4
2015-10-08,242.3,0.621716,3.06,2.38
2015-10-09,243.93,0.650628,3.11,2.36
2015-10-10,244.94,0.627857,3.11,2.43
2015-10-11,247.05,0.634963,3.15,2.39
2015-10-12,245.31,0.62603,3.14,2.34
2015-10-13,249.51,0.607655,3.18,2.35
2015-10-14,251.99,0.522968,3.14,2.32
2015-10-15,254.32,0.561878,3.1,2.25
2015-10-16,262.87,0.536495,3.11,2.34
2015-10-17,270.64,0.547178,3.07,2.43
2015-10-18,261.64,0.517734,3.02,2.37
2015-10-19,263.44,0.489014,3.05,2.34
2015-10-20,269.46,0.434829,3.09,2.41
2015-10-21,266.27,0.447329,3.08,2.28
2015-10-22,274.02,0.567702,3.11,2.41
2015-10-23,276.5,0.539657,3.11,2.33
2015-10-24,281.65,0.56359,3.1,2.24
2015-10-25,283.68,0.616039,3.07,2.17
2015-10-26,285.3,0.731317,3.1,2.24
2015-10-27,293.79,0.869641,3.09,2.1
2015-10-28,304.62,1,3.1,2.14
2015-10-29,313.86,1.21,3.78,2.39
2015-10-30,328.01,1.04,4.06,2.54
2015-10-31,314.17,0.916627,3.8,2.31
2015-11-01,325.43,1.06,3.96,2.66
2015-11-02,361.19,0.989789,4.16,2.61
2015-11-03,403.42,1.01,4.59,2.69
2015-11-04,411.56,0.89905,4.23,2.61
2015-11-05,386.35,0.895637,3.96,2.53
2015-11-06,374.47,0.926032,3.55,2.7
2015-11-07,386.48,0.927974,3.6,2.71
2015-11-08,373.37,1.03,3.42,2.53
2015-11-09,380.26,0.999278,3.4,2.53
2015-11-10,336.82,0.934348,3.12,2.42
2015-11-11,311.08,0.791829,2.97,2.29
2015-11-12,338.15,0.895711,3.28,2.54
2015-11-13,336.75,0.904096,3.23,2.53
2015-11-14,332.91,0.888812,3.19,2.36
2015-11-15,320.17,0.906368,3.07,2.31
2015-11-16,330.75,0.928962,3.19,2.31
2015-11-17,335.09,1.01,3.2,2.26
2015-11-18,334.59,0.993319,3.19,2.36
2015-11-19,326.15,0.955532,3.13,2.21
2015-11-20,322.02,0.92492,3.12,2.23
2015-11-21,326.93,0.97614,3.15,2.2
2015-11-22,324.54,0.968018,3.14,2.06
2015-11-23,323.05,0.946969,3.12,2.14
2015-11-24,320.05,0.900191,3.11,2.08
2015-11-25,328.21,0.863537,3.34,2.15
2015-11-26,352.68,0.884183,3.61,2.19
2015-11-27,358.04,0.867951,3.58,2.16
2015-11-28,357.38,0.915703,3.52,2.08
2015-11-29,371.29,0.878614,3.67,2.15
2015-11-30,377.32,0.873119,3.62,2.17
2015-12-01,362.49,0.8748,3.43,2.08
2015-12-02,359.19,0.82121,3.34,2.18
2015-12-03,361.05,0.812143,3.38,2.34
2015-12-04,363.18,0.840041,3.36,2.34
2015-12-05,388.95,0.862438,3.52,2.32
2015-12-06,388.78,0.8355,3.47,2.34
2015-12-07,395.54,0.811264,3.65,2.33
2015-12-08,415.56,0.822118,3.69,2.4
2015-12-09,417.56,0.792167,3.67,2.51
2015-12-10,415.48,0.840396,3.66,2.44
2015-12-11,451.94,0.929762,3.84,2.69
2015-12-12,435,0.976973,3.61,2.58
2015-12-13,433.75,0.952884,3.63,2.73
2015-12-14,444.18,0.993022,3.61,2.69
2015-12-15,465.32,1.01,3.83,2.68
2015-12-16,454.93,0.991182,3.7,2.69
2015-12-17,456.08,0.940701,3.74,2.61
2015-12-18,463.62,0.920127,3.76,2.65
2015-12-19,462.32,0.908072,3.72,2.61
2015-12-20,442.69,0.903885,3.54,2.49
2015-12-21,438.64,0.900771,3.46,2.47
2015-12-22,436.57,0.864202,3.42,2.55
2015-12-23,442.4,0.858077,3.58,2.53
2015-12-24,454.99,0.863262,3.64,2.77
2015-12-25,455.65,0.870363,3.62,2.83
2015-12-26,417.27,0.854603,3.42,2.77
2015-12-27,422.82,0.856365,3.48,2.65
2015-12-28,422.28,0.845005,3.47,2.98
2015-12-29,432.98,0.873054,3.5,3.09
2015-12-30,426.62,0.911958,3.46,3.52
2015-12-31,430.57,0.933542,3.48,3.27
2016-01-01,434.33,0.948024,3.51,3.38
2016-01-02,433.44,0.937124,3.5,3.28
2016-01-03,430.01,0.971905,3.48,3.24
2016-01-04,433.09,0.95448,3.5,3.32
2016-01-05,431.96,0.950176,3.47,3.33
2016-01-06,429.11,0.95086,3.45,3.38
2016-01-07,458.05,0.942005,3.6,3.38
2016-01-08,453.23,0.986789,3.57,3.31
2016-01-09,447.61,0.986833,3.56,3.18
2016-01-10,447.99,0.999231,3.54,3.29
2016-01-11,448.43,1.06,3.56,3.15
2016-01-12,435.69,1.14,3.49,3.03
2016-01-13,432.37,1.13,3.48,3.1
2016-01-14,430.31,1.19,3.47,3.4
2016-01-15,364.33,1.21,3,3.36
2016-01-16,387.54,1.22,3.09,3.89
2016-01-17,382.3,1.33,3.03,4.95
2016-01-18,387.17,1.43,3.05,4.37
2016-01-19,380.15,1.37,3.02,3.87
2016-01-20,420.23,1.53,3.39,4.77
2016-01-21,410.26,1.55,3.22,5.15
2016-01-22,382.49,1.5,3.08,5.13
2016-01-23,387.49,1.97,3.1,4.49
2016-01-24,402.97,2.14,3.18,4.4
2016-01-25,391.73,2.5,3.13,4.02
2016-01-26,392.15,2.28,3.15,4.52
2016-01-27,394.97,2.39,3.29,4.2
2016-01-28,380.29,2.53,3.12,4.22
2016-01-29,379.47,2.49,3.11,4.39
2016-01-30,378.25,2.45,3.08,4.29
2016-01-31,368.77,2.31,3.05,4.11
2016-02-01,373.06,2.21,3.08,4.12
2016-02-02,374.45,2.44,3.08,4.11
2016-02-03,369.95,2.53,3.05,4.18
2016-02-04,389.59,2.58,3.16,4.29
2016-02-05,386.55,2.54,3.14,4.28
2016-02-06,376.52,2.53,3.1,4.19
2016-02-07,376.62,2.96,3.09,4.21
2016-02-08,373.45,3.18,3.06,4.16
2016-02-09,376.03,4.04,3.08,3.97
2016-02-10,381.65,4.44,3.1,3.84
2016-02-11,379.65,6.01,3.08,3.26
2016-02-12,384.26,5.55,3.11,3.79
2016-02-13,391.86,5.39,3.13,3.77
2016-02-14,407.23,5.24,3.21,3.8
2016-02-15,400.19,5.29,3.18,3.78
2016-02-16,407.49,4.32,3.21,3.48
2016-02-17,416.32,3.76,3.24,3.68
2016-02-18,422.37,4.4,3.25,3.53
2016-02-19,420.79,4.74,3.25,3.51
2016-02-20,437.16,4.34,3.46,3.64
2016-02-21,438.8,4.65,3.46,4
2016-02-22,437.75,5.62,3.48,4.2
2016-02-23,420.74,5.59,3.4,3.8
2016-02-24,424.95,6.24,3.37,4.02
2016-02-25,424.54,6.1,3.37,3.91
2016-02-26,432.15,5.92,3.42,3.97
2016-02-27,432.52,6.43,3.41,4.08
2016-02-28,433.5,6.47,3.44,4
2016-02-29,437.7,6.34,3.45,3.92
2016-03-01,435.12,7.65,3.43,3.9
2016-03-02,423.99,8.47,3.37,3.88
2016-03-03,421.65,9.29,3.32,4.71
2016-03-04,410.94,10.41,3.25,4.63
2016-03-05,400.57,11,3.19,4.87
2016-03-06,407.71,11.38,3.22,4.58
2016-03-07,414.32,9.55,3.27,4.3
2016-03-08,413.97,9.85,3.25,4.6
2016-03-09,414.86,11.9,3.28,4.57
2016-03-10,417.13,11.3,3.29,4.92
2016-03-11,421.69,11.08,3.38,5.15
2016-03-12,411.62,13.53,3.29,5.31
2016-03-13,414.06,14.47,3.31,5.68
2016-03-14,416.44,12.45,3.3,5.54
2016-03-15,416.83,13.01,3.31,5.84
2016-03-16,417.01,12.52,3.31,6.33
2016-03-17,420.62,11.08,3.31,5.98
2016-03-18,409.55,11,3.17,5.95
2016-03-19,410.44,10.53,3.18,5.99
2016-03-20,413.75,10.32,3.21,6.12
2016-03-21,413.31,11.86,3.2,6.01
2016-03-22,418.09,11.27,3.23,6.09
2016-03-23,418.04,12.42,3.24,6.59
2016-03-24,416.39,11.23,3.22,6.66
2016-03-25,417.18,10.74,3.23,7.44
2016-03-26,417.94,10.97,3.23,7.21
2016-03-27,426.76,10.42,3.3,7.05
2016-03-28,424.23,11.67,3.26,7.06
2016-03-29,416.52,11.66,3.23,7.08
2016-03-30,414.82,11.95,3.22,6.78
2016-03-31,416.73,11.4,3.26,6.88
2016-04-01,417.96,11.66,3.24,7.07
2016-04-02,420.87,11.6,3.26,7.05
2016-04-03,420.9,11.62,3.26,7
2016-04-04,421.44,11.16,3.25,6.96
2016-04-05,424.03,10.44,3.25,7.07
2016-04-06,423.41,10.69,3.26,7.02
2016-04-07,422.75,10.07,3.25,6.9
2016-04-08,420.35,9.72,3.22,6.99
2016-04-09,419.41,9.15,3.22,6.68
2016-04-10,421.56,8.94,3.23,6.54
2016-04-11,422.48,8.64,3.24,6.35
2016-04-12,425.19,7.44,3.26,6.5
2016-04-13,423.73,8.04,3.24,6.51
2016-04-14,424.28,8.39,3.24,6.41
2016-04-15,429.71,8.24,3.28,6.03
2016-04-16,430.57,8.61,3.27,6.3
2016-04-17,427.4,9.31,3.26,6.4
2016-04-18,428.59,9.04,3.24,6.23
2016-04-19,435.51,8.71,3.29,6.39
2016-04-20,441.39,8.47,3.28,6.35
2016-04-21,449.43,8.1,3.35,6.19
2016-04-22,445.74,7.82,3.32,6.28
2016-04-23,450.28,8.29,3.33,6.51
2016-04-24,458.56,8,3.63,6.44
2016-04-25,461.43,7.55,3.81,6.17
2016-04-26,466.09,7.4,4.05,6.08
2016-04-27,444.69,7.76,3.89,6.28
2016-04-28,449.01,7.17,3.79,6.46
2016-04-29,455.1,7.46,3.81,6.6
2016-04-30,448.32,8.81,3.66,6.83
2016-05-01,451.88,8.85,3.71,6.79
2016-05-02,444.67,10.16,3.68,6.83
2016-05-03,450.3,9.31,3.74,6.8
2016-05-04,446.72,9.41,3.75,6.84
2016-05-05,447.98,9.83,3.71,6.82
2016-05-06,459.6,9.35,3.82,6.77
2016-05-07,458.54,9.37,3.95,6.58
2016-05-08,458.55,9.48,3.94,6.69
2016-05-09,460.48,9.3,4.06,6.59
2016-05-10,450.89,9.36,3.82,6.79
2016-05-11,452.73,10,3.88,6.76
2016-05-12,454.77,10.06,3.86,6.78
2016-05-13,455.67,10.51,3.93,6.97
2016-05-14,455.67,10.24,4.01,6.95
2016-05-15,457.57,9.96,4.06,7
2016-05-16,454.16,11.17,4.01,7.27
2016-05-17,453.78,12.2,3.98,7.41
2016-05-18,454.62,13.56,4,7.39
2016-05-19,438.71,14.77,3.83,7.7
2016-05-20,442.68,13.64,3.88,7.95
2016-05-21,443.19,14.02,3.95,8.24
2016-05-22,439.32,14.29,3.93,8.1
2016-05-23,444.15,13.46,3.97,8.1
2016-05-24,445.98,12.73,3.95,7.76
2016-05-25,449.6,12.53,4.05,7.61
2016-05-26,453.38,12.43,4.08,7.39
2016-05-27,473.46,11.3,4.5,7.5
2016-05-28,530.04,11.89,4.7,7.85
2016-05-29,526.23,12.35,4.61,8.19
2016-05-30,533.86,12.73,4.67,8.2
2016-05-31,531.39,14.08,4.65,8.18
2016-06-01,536.92,14,4.74,8.26
2016-06-02,537.97,13.74,4.72,8.1
2016-06-03,569.19,13.85,4.86,8.06
2016-06-04,572.73,13.74,4.81,8.05
2016-06-05,574.98,13.97,4.81,7.58
2016-06-06,585.54,13.93,4.96,7.77
2016-06-07,576.6,14.51,4.77,7.91
2016-06-08,581.64,14.42,4.75,7.88
2016-06-09,574.63,14.4,4.69,7.82
2016-06-10,577.47,13.91,4.84,7.84
2016-06-11,606.73,14.19,5.01,7.9
2016-06-12,672.78,15.74,5.33,7.66
2016-06-13,704.38,17.6,5.29,7.72
2016-06-14,685.56,18.89,5.2,8.2
2016-06-15,694.47,18.35,5.24,8.14
2016-06-16,766.31,20.59,5.66,8.59
2016-06-17,748.91,15.38,5.59,8.36
2016-06-18,756.23,11.33,5.56,8.16
2016-06-19,763.78,12.23,5.59,7.99
2016-06-20,737.23,11.84,5.29,8.29
2016-06-21,666.65,13.31,4.82,7.78
2016-06-22,596.12,13.1,3.91,7.34
2016-06-23,623.98,13.68,3.85,7.24
2016-06-24,665.3,14.33,4.28,7.13
2016-06-25,665.12,14.28,4.23,6.86
2016-06-26,629.37,13.85,4.07,6.78
2016-06-27,655.27,13.88,4.12,7.01
2016-06-28,647,12.18,4.1,6.91
2016-06-29,639.89,12.61,4.06,6.99
2016-06-30,673.34,12.46,4.19,7.13
2016-07-01,676.3,12.2,4.26,7.24
2016-07-02,703.7,12.13,4.59,7.18
2016-07-03,658.66,11.72,4.25,7.01
2016-07-04,683.66,11.47,4.54,7.08
2016-07-05,670.63,10.61,4.45,6.99
2016-07-06,677.33,10.53,4.47,6.98
2016-07-07,640.56,10.11,4.11,7.03
2016-07-08,666.52,11.39,4.22,7.45
2016-07-09,650.96,10.97,4.16,7.36
2016-07-10,649.36,10.95,4.1,7.42
2016-07-11,647.66,10.46,4.09,7.96
2016-07-12,664.55,10.52,4.15,7.84
2016-07-13,654.47,10.5,4.14,7.84
2016-07-14,658.08,11.51,4.15,7.75
2016-07-15,663.25,11.95,4.16,8.09
2016-07-16,660.77,11.65,4.13,8.26
2016-07-17,679.46,11.16,4.19,8.12
2016-07-18,673.11,11.03,4.15,8.22
2016-07-19,672.86,11.62,4.15,8.5
2016-07-20,665.68,12.45,4.13,8.44
2016-07-21,665.01,12.65,4.12,8.96
2016-07-22,650.62,14.66,4.04,9.25
2016-07-23,655.56,14.3,4.06,9.31
2016-07-24,661.28,12.75,4.07,9.21
2016-07-25,654.1,13.84,4.03,9.13
2016-07-26,651.78,11.99,3.97,8.86
2016-07-27,654.35,12.97,3.96,9.15
2016-07-28,655.03,12.84,3.97,9.31
2016-07-29,656.99,12.79,4.08,9.46
2016-07-30,655.05,12.46,4.06,9.22
2016-07-31,624.68,11.88,4.01,9.51
2016-08-01,606.27,10.94,3.86,9.9
2016-08-02,547.47,8.79,3.64,9.16
2016-08-03,566.36,10.29,3.72,9.33
2016-08-04,578.29,11.04,3.75,9.53
2016-08-05,575.04,10.93,3.73,9.72
2016-08-06,587.78,10.88,3.76,10.55
2016-08-07,592.69,10.91,3.78,10.35
2016-08-08,591.05,11.25,3.79,10.38
2016-08-09,587.8,12.24,3.76,10.3
2016-08-10,592.1,12.14,3.72,10.44
2016-08-11,589.12,11.69,3.74,11.08
2016-08-12,587.56,11.78,3.71,12.59
2016-08-13,585.59,11.57,3.71,12.91
2016-08-14,570.47,11.19,3.65,14.48
2016-08-15,567.24,11.22,3.58,13.3
2016-08-16,577.44,11.14,3.64,12.87
2016-08-17,573.22,10.75,3.6,12.55
2016-08-18,574.32,10.76,3.61,13.86
2016-08-19,575.63,10.75,3.6,13.78
2016-08-20,581.7,11.25,3.62,13.1
2016-08-21,581.31,11.18,3.62,13.41
2016-08-22,586.75,11.12,3.66,14.21
2016-08-23,583.41,11.03,3.93,13.42
2016-08-24,580.18,11.04,3.86,13.28
2016-08-25,577.76,11.36,3.8,12.31
2016-08-26,579.65,11.3,3.83,12.74
2016-08-27,569.95,11.15,3.74,12.57
2016-08-28,573.91,10.93,3.74,12.42
2016-08-29,574.11,10.98,3.76,11.68
2016-08-30,577.5,11.23,3.8,11.77
2016-08-31,575.47,11.67,3.8,11.89
2016-09-01,572.3,11.99,3.83,11.45
2016-09-02,575.54,12.11,3.82,11.36
2016-09-03,598.21,11.76,3.89,11.45
2016-09-04,608.63,11.68,4.01,11.39
2016-09-05,606.59,11.72,3.98,11.27
2016-09-06,610.44,11.69,3.97,10.92
2016-09-07,614.54,11.55,3.97,11.28
2016-09-08,626.32,11.35,3.99,11.69
2016-09-09,622.86,11.65,3.97,11.22
2016-09-10,623.51,12.17,3.97,11.42
2016-09-11,606.72,11.64,3.86,11.14
2016-09-12,608.24,11.89,3.82,12.26
2016-09-13,609.24,11.92,3.82,13
2016-09-14,610.68,11.92,3.83,12.71
2016-09-15,607.15,11.94,3.81,12.21
2016-09-16,606.97,12.56,3.81,11.72
2016-09-17,605.98,12.7,3.81,11.78
2016-09-18,609.87,12.43,4.04,11.64
2016-09-19,609.23,13.19,3.83,11.54
2016-09-20,608.31,14.43,3.84,11.41
2016-09-21,597.15,13.77,3.84,11.53
2016-09-22,596.3,13.25,3.77,11.54
2016-09-23,602.84,13.33,3.81,11.54
2016-09-24,602.63,12.88,3.81,11.53
2016-09-25,600.83,13.1,3.81,11.55
2016-09-26,608.04,12.82,3.86,11.41
2016-09-27,606.17,13.1,3.85,11.64
2016-09-28,604.73,13.27,3.84,11.59
2016-09-29,605.69,13.07,3.85,12.01
2016-09-30,609.74,13.22,3.84,12.1
2016-10-01,613.98,13.17,3.85,11.71
2016-10-02,610.89,13.2,3.84,11.78
2016-10-03,612.13,13.45,3.84,11.89
2016-10-04,610.2,13.28,3.82,12.06
2016-10-05,612.51,13.04,3.84,12.03
2016-10-06,613.02,12.85,3.85,12.06
2016-10-07,617.12,12.67,3.86,11.87
2016-10-08,619.11,12.22,3.84,11.72
2016-10-09,616.75,12.05,3.82,11.59
2016-10-10,618.99,11.76,3.8,11.69
2016-10-11,641.07,11.79,3.82,11.73
2016-10-12,636.19,11.93,3.76,11.43
2016-10-13,636.79,11.96,3.91,11.44
2016-10-14,640.38,11.94,3.9,11.53
2016-10-15,638.65,11.98,3.87,11.1
2016-10-16,641.63,11.95,3.89,10.85
2016-10-17,639.19,12.01,3.91,10.62
2016-10-18,637.96,12.59,3.84,10.21
2016-10-19,630.52,12.02,3.8,10.29
2016-10-20,630.86,12.1,3.78,10.5
2016-10-21,632.83,12.18,3.81,10.77
2016-10-22,657.29,12.07,3.89,10.36
2016-10-23,657.07,12.04,3.92,9.96
2016-10-24,653.76,11.97,3.87,9.85
2016-10-25,657.59,11.41,3.9,9.41
2016-10-26,678.3,11.53,3.96,9.34
2016-10-27,688.31,11.5,4.02,9.71
2016-10-28,689.65,11.09,3.97,9.07
2016-10-29,714.48,10.44,4.09,8.61
2016-10-30,701.86,11.18,4.03,9.67
2016-10-31,700.97,11,3.99,9.2
2016-11-01,729.79,10.77,4.09,9.04
2016-11-02,740.83,10.75,4.1,8.94
2016-11-03,688.7,10.8,3.86,9.12
2016-11-04,703.24,11.09,3.88,9.13
2016-11-05,703.42,11,3.87,9.21
2016-11-06,711.52,10.87,3.89,9.4
2016-11-07,703.13,10.81,3.84,9.92
2016-11-08,709.85,10.83,3.84,9.76
2016-11-09,723.27,10.66,3.86,9.7
2016-11-10,715.53,10.52,3.82,9.67
2016-11-11,716.41,10.29,3.82,9.67
2016-11-12,705.05,9.88,3.76,9.64
2016-11-13,702.03,10.1,3.88,9.49
2016-11-14,705.02,9.97,3.88,9.68
2016-11-15,711.62,10.22,3.89,9.64
2016-11-16,744.2,10.06,4.02,9.45
2016-11-17,740.98,9.99,3.94,9.02
2016-11-18,751.59,9.48,3.96,8.95
2016-11-19,751.62,9.66,3.95,8.48
2016-11-20,731.03,9.58,3.92,8.51
2016-11-21,739.25,9.62,3.94,8.58
2016-11-22,751.35,9.91,3.95,8.63
2016-11-23,744.59,9.84,3.93,8.51
2016-11-24,740.29,9.23,3.91,9.13
2016-11-25,741.65,9.4,3.92,9.1
2016-11-26,735.38,9.33,3.89,8.9
2016-11-27,732.03,9,3.88,9.09
2016-11-28,735.81,8.72,3.88,8.96
2016-11-29,735.6,8.17,3.87,8.82
2016-11-30,745.69,8.59,3.89,8.91
2016-12-01,756.77,8.45,3.91,8.74
2016-12-02,777.94,7.76,3.95,8.66
2016-12-03,771.15,7.92,3.92,8.88
2016-12-04,773.87,7.44,3.9,8.82
2016-12-05,758.7,6.82,3.53,8.56
2016-12-06,764.22,7.87,3.54,8.8
2016-12-07,768.13,8.38,3.62,8.68
2016-12-08,770.81,8.23,3.69,8.75
2016-12-09,772.79,8.45,3.69,8.83
2016-12-10,774.65,8.13,3.68,8.88
2016-12-11,769.73,8.19,3.64,9.54
2016-12-12,780.09,8.52,3.66,9.1
2016-12-13,780.56,8.42,3.65,9.39
2016-12-14,781.48,8.27,3.62,9.16
2016-12-15,778.09,7.83,3.62,9.3
2016-12-16,784.91,7.86,3.63,9.89
2016-12-17,790.83,7.88,3.7,9.74
2016-12-18,790.53,7.87,3.68,9.89
2016-12-19,792.71,7.64,3.66,10.32
2016-12-20,800.88,7.66,3.66,10.22
2016-12-21,834.28,7.91,3.65,9.81
2016-12-22,864.54,7.58,3.71,9.79
2016-12-23,921.98,7.17,4.66,9.56
2016-12-24,898.82,7.27,4.55,9.83
2016-12-25,896.18,7.18,4.35,10.01
2016-12-26,907.61,7.27,4.36,9.7
2016-12-27,933.2,7.17,4.47,9.74
2016-12-28,975.92,7.52,4.57,10.07
2016-12-29,973.5,8.28,4.56,10.85
2016-12-30,961.24,8.16,4.39,11.11
2016-12-31,963.74,7.97,4.33,11.21
2017-01-01,998.33,8.17,4.51,11.23
2017-01-02,1021.75,8.38,4.65,11.81
2017-01-03,1043.84,9.73,4.63,12.78
2017-01-04,1154.73,11.25,4.84,16.52
2017-01-05,1013.38,10.25,4.29,14.38
2017-01-06,902.2,10.25,3.86,12.03
2017-01-07,908.59,9.87,3.96,12.44
2017-01-08,911.2,10.29,3.99,12.54
2017-01-09,902.83,10.33,4.3,12.09
2017-01-10,907.68,10.55,4.59,12.49
2017-01-11,777.76,9.72,3.85,11.3
2017-01-12,804.83,9.86,3.96,12.22
2017-01-13,823.98,9.77,3.89,12.59
2017-01-14,818.41,9.65,3.9,12.08
2017-01-15,821.8,9.9,3.93,12.39
2017-01-16,831.53,9.64,3.9,12.94
2017-01-17,907.94,10.3,3.94,14.25
2017-01-18,886.62,10.23,3.84,14.06
2017-01-19,899.07,10.4,3.86,15.18
2017-01-20,895.03,10.6,3.89,15.16
2017-01-21,921.79,10.91,3.9,14.97
2017-01-22,924.67,10.7,3.84,15.11
2017-01-23,921.01,10.82,3.84,15.19
2017-01-24,892.69,10.63,3.79,14.09
2017-01-25,901.54,10.57,3.71,14.51
2017-01-26,917.59,10.59,3.83,15.04
